Title,Synopsis,Original Language,Runtime,Director,Top Cast,Tomato Meter,Audience Score,No. Reviews,Genre,Link,All Genres
Prairie Home Companion,"A private investigator (Kevin Kline) keeps tabs on the proceedings as guests, cast and crew (Meryl Streep, Lindsay Lohan, Woody Harrelson) of a long-running radio show prepare for the final broadcast. Their home, the Fitzgerald Theater, is due for demolition, and they await the arrival of the Texas axe-man (Tommy Lee Jones). Meanwhile, the show's creator and host (Garrison Keillor) conducts business as usual in the face of the show's impending demise.",Eng,105,Robert Altman,"['Meryl Streep', 'Yolanda Johnson', 'Lindsay Lohan', 'Lola Johnson', 'Kevin Kline', 'Guy Noir', 'Woody Harrelson', 'Dusty', 'Garrison Keillor', 'GK', 'Lily Tomlin', 'Rhonda Johnson']",0.81,0.59,198,Comedy,https://www.rottentomatoes.com/m/prairie_home_companion,"Comedy, Drama, Music"
1087935-Buena Vista Social Club,"This documentary by lauded German filmmaker Wim Wenders follows renowned guitarist Ry Cooder and his son, Joachim, as they travel to Cuba and assemble a group of the country's finest musicians to record an album. Among the artists included in the project are singer Ibrahim Ferrer and pianist Rubén González, who are both interviewed and featured in studio footage. Eventually the ensemble travels to the United States to perform in front of rapt audiences.",Eng,101,Wim Wenders,"['Luis Barzaga', 'Self', 'Joachim Cooder', 'Self', 'Ry Cooder', 'Self', 'Julio Alberto Fernández', 'Self', 'Ibrahim Ferrer', 'Self', 'Carlos González', 'Self']",0.92,0.9,48,Documentary,https://www.rottentomatoes.com/m/1087935-buena_vista_social_club,"Documentary, Music"
I Am Woman,"In 1966, single-mother Helen Reddy leaves her old life in Australia for New York and stardom, only to find that the industry doesn't take her seriously.",Eng,117,Unjoo Moon,"['Tilda Cobham-Hervey', 'Helen Reddy', 'Evan Peters', 'Jeff Wald', 'Danielle Macdonald', 'Lilian Roxon', 'Matty Cardarople', 'Roy Meyer', 'Dusty Sorg', 'Dany Cornelius', 'Gus Murray', 'Paul Rankine']",0.67,0.65,81,Biography,https://www.rottentomatoes.com/m/i_am_woman,"Biography, Drama, Music"
Sound City,"Artists and producers highlight the history of the recording studio in Van Nuys, Calif., and discuss the impact of music in the age of technology.",Eng,108,Dave Grohl,"['Frank Black', 'Lindsey Buckingham', 'Tim Commerford', 'Kevin Cronin', 'Rivers Cuomo', 'Warren DeMartini']",1.0,0.9,45,Documentary,https://www.rottentomatoes.com/m/sound_city,"Documentary, Music"
The Day The Music Died The Story Of Don Mcleans American Pie,"The story of America -- our past and our future. More than just a song or a man, this film is about a cultural moment in America's history that has followed us from the 1970s. Featuring a new generation of artists, inspired by the same values and ideas that inspired Don McLean in writing American Pie -- one of the great musical touchstones of pop music and culture.",Eng,94,Mark Moormann,"['Don McLean', 'Self', 'Garth Brooks', 'Self', 'Brian Wilson', 'Self', 'Peter Gallagher', 'Self', 'Mark Moormann', 'Director', 'Dave Harding', 'Producer']",0.7,0.7,10,Documentary,https://www.rottentomatoes.com/m/the_day_the_music_died_the_story_of_don_mcleans_american_pie,"Documentary, Music"
All Up In The Biz,Celebrity interviews and rare archival footage provide insight into the life and legacy of hip-hop icon Biz Markie.,Eng,100,Sacha Jenkins,"['Biz Markie', 'Self', 'Tara Hall', 'Self', 'Nick Cannon', 'Self', 'Tracy Morgan', 'Self', 'Big Daddy Kane', 'Self', 'Fat Joe', 'Self']",1.0,1.0,6,Documentary,https://www.rottentomatoes.com/m/all_up_in_the_biz,"Documentary, Music, Biography"
Black Is King,,Eng,85,Beyoncé,"['Beyoncé', 'Beyoncé']",0.94,0.9,68,Music,https://www.rottentomatoes.com/m/black_is_king,Music
The Beatles Eight Days A Week The Touring Years,"Filmmaker Ron Howard examines the early years of the Beatles, from their club dates in Liverpool, England, to their concert tours in Europe and the rest of the world.",Eng,106,Ron Howard,"['Paul McCartney', 'Self', 'Ringo Starr', 'Self', 'Whoopi Goldberg', 'Self', 'Elvis Costello', 'Self', 'Sigourney Weaver', 'Self', 'Suzy Eddie Izzard', 'Self']",0.96,0.89,105,Documentary,https://www.rottentomatoes.com/m/the_beatles_eight_days_a_week_the_touring_years,"Documentary, Music"
Mystify Michael Hutchence,"Archival footage, private home movies and intimate interviews offer insight into the extraordinary life and career of former INXS singer Michael Hutchence.",Eng,108,Richard Lowenstein,"['Kylie Minogue', 'Self', 'Helena Christensen', 'Self', 'Bono', 'Self', 'Lesley Lewis', 'Self', 'Lian Lunson', 'Self', 'Kathy Lette', 'Self']",1.0,0.94,41,Documentary,https://www.rottentomatoes.com/m/mystify_michael_hutchence,"Documentary, Biography, Music"
The Bee Gees How Can You Mend A Broken Heart,"Brothers Barry, Maurice and Robin Gibb find early fame in the 1960s and go on to write over 1,000 songs, including 20 No. 1 hits. This film follows the group's meteoric rise as they navigate the complexities of working so intimately alongside family.",Eng,111,Frank Marshall,"['Barry Gibb', 'Self', 'Robin Gibb', 'Self', 'Maurice Gibb', 'Self', 'Andy Gibb', 'Self', 'Frank Marshall', 'Director', 'Mark Monroe', 'Writer']",0.96,0.93,54,Documentary,https://www.rottentomatoes.com/m/the_bee_gees_how_can_you_mend_a_broken_heart,"Documentary, Music"
Amazing Grace 2018,Singer Aretha Franklin performs gospel songs at the New Temple Missionary Baptist Church in Los Angeles in 1972.,Eng,87,Alan Elliott,"['Aretha Franklin', 'Self', 'The Rev. James Cleveland', 'Alexander Hamilton', 'Alan Elliott', 'Director', 'Joey Carey', 'Executive Producer', 'Alexandra Johnes', 'Executive Producer']",0.99,0.8,161,Documentary,https://www.rottentomatoes.com/m/amazing_grace_2018,"Documentary, Music"
Miles Ahead 2016,"In the 1970s, down-and-out jazz trumpeter Miles Davis (Don Cheadle) tries to recover his new session tape from music producers.",Eng,96,Don Cheadle,"['Don Cheadle', 'Miles Davis', 'Ewan McGregor', 'Dave Braden', 'Emayatzy Corinealdi', 'Francis Taylor', 'LaKeith Stanfield', 'Michael Stuhlbarg', 'Harper Hamilton', 'Austin Lyon', 'Justin']",0.74,0.57,185,Biography,https://www.rottentomatoes.com/m/miles_ahead_2016,"Biography, History, Drama, Music"
Gimme Danger,"Emerging from Ann Arbor, Mich., amidst a countercultural revolution, The Stooges' powerful and aggressive style of rock 'n' roll blew a crater in the musical landscape of the late 1960s. Assaulting audiences with a blend of rock, blues, R&B, and free jazz, the band planted the seeds for what would be called punk and alternative rock in the decades that followed. Jim Jarmusch's documentary presents the context of The Stooges' emergence.",Eng,108,Jim Jarmusch,"['Iggy Pop', 'Self', 'James Williamson', 'Self', 'Steve Mackay', 'Self', 'Mike Watt', 'Self', 'Danny Fields', 'Self', 'Ron Asheton', 'Self']",0.95,0.71,112,Documentary,https://www.rottentomatoes.com/m/gimme_danger,"Documentary, Music"
High Strung 2016,Sparks fly between a young ballerina (Keenan Kampa) and a British violinist (Nicholas Galitzine) as they prepare for a musical competition.,Eng,97,Michael Damian,"['Keenan Kampa', 'Ruby', 'Nicholas Galitzine', 'Johnnie', 'Paul Freeman', 'Kramrovsky', 'Jane Seymour', 'Oxsana', 'Richard Southgate', 'Kyle', 'Sonoya Mizuno', 'Jazzy']",0.75,0.67,8,Drama,https://www.rottentomatoes.com/m/high_strung_2016,"Drama, Romance, Music"
Meet Me In The Bathroom,"Inspired by Lizzy Goodman’s bestselling book, MEET ME IN THE BATHROOM is an immersive archival journey through the explosive New York music scene of the early 2000s. Set against the backdrop of 9/11 and a world unaware of the seismic political, technological and cultural shifts about to occur, this acclaimed documentary tells the story of the last great romantic age of rock 'n' roll through the prism of a handful of era defining bands, including The Strokes, LCD Soundsystem, Yeah Yeah Yeahs, Interpol, TV on the Radio, and The Moldy Peaches.",Eng,107,"Will Lovelace, Dylan Southern","['The Strokes', 'Self', 'LCD Soundsystem', 'Self', 'Yeah Yeah Yeahs', 'Self', 'Interpol', 'Self', 'The Moldy Peaches', 'Self', 'The Rapture', 'Self']",0.74,0.64,50,Documentary,https://www.rottentomatoes.com/m/meet_me_in_the_bathroom,"Documentary, Music"
What Happened Miss Simone 2015,"Classically trained pianist, dive-bar chanteuse, black power icon and legendary recording artist Nina Simone lived a life of brutal honesty, musical genius, and tortured melancholy.",Eng,101,Liz Garbus,"['Lisa Simone Kelly', 'Roger Nupie', 'Al Schackman', 'George Wein', 'Stanley Crouch', 'Dick Gregory']",0.9,0.85,51,Documentary,https://www.rottentomatoes.com/m/what_happened_miss_simone_2015,"Documentary, Biography, Music"
Homecoming A Film By Beyonce,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",Eng,137,Beyoncé,"['Beyoncé', 'Self', 'Jay-Z', 'Self', 'Kelly Rowland', 'Self', 'Michelle Williams', 'Self', 'Solange Knowles', 'Self', 'Beyoncé', 'Director']",0.98,0.87,55,Documentary,https://www.rottentomatoes.com/m/homecoming_a_film_by_beyonce,"Documentary, Biography, Music"
If These Walls Could Sing,"For more than 90 years, Abbey Road Studios has been at the heart of the music industry. In this personal film of memory and discovery, Mary McCartney guides us through nine decades to see and experience the creative magic that makes it the most famous and longest-running studio in the world. From classical to pop, film scores to hip-hop, “If These Walls Could Sing” explores the breadth, diversity and ingenuity of Abbey Road Studios.",Eng,86,Mary McCartney,"['Elton John', 'Self', 'George Martin', 'Self', 'The Beatles', 'Self', 'Mary McCartney', 'Director', 'John Battsek', 'Producer', 'Miles Coleman', 'Producer']",0.95,0.91,19,Documentary,https://www.rottentomatoes.com/m/if_these_walls_could_sing,"Documentary, Music"
Sid And Judy,"Fifty years after the untimely death of Sid Luft's wife, Judy Garland, his journal provides insight into their marriage.",Eng,95,Stephen Kijak,"['Rob Dodd', 'Voice', 'Jon Hamm', 'Sid Luft Voice', 'Norman Jewison', 'Voice', 'Jennifer Jason Leigh', 'Judy Garland Voice', 'George Schlatter', 'Voice', 'Albert Poland']",1.0,0.92,8,Documentary,https://www.rottentomatoes.com/m/sid_and_judy,"Documentary, Biography, Drama, Music"
The Elephant 6 Recording Co,"An inside look at The Elephant 6 Recording Co., the '90s rock collective that launched Neutral Milk Hotel, The Olivia Tremor Control, The Apples in Stereo, and other bands. Around 1985, a group of Louisiana high schoolers began experimenting with whatever random instruments and gear they could find. Influenced by psychedelia, and with little to distract them, they birthed a musical revolution.",Eng,93,C.B. Stockfleth,"['Olivia Tremor Control', 'Self', 'Neutral Milk Hotel', 'Self', 'The Apples In Stereo', 'Self', 'Elf Power', 'Self', 'Of Montreal', 'Self', 'Beulah', 'Self']",1.0,0.83,11,Documentary,https://www.rottentomatoes.com/m/the_elephant_6_recording_co,"Documentary, Music"
A Man Named Scott,"In 2009, Scott Mescudi aka Kid Cudi released his debut LP, Man on the Moon: The End of Day. A genre-bending album that broke barriers by featuring songs dealing with depression, anxiety, and loneliness, it resonated deeply with young listeners and launched Cudi as a musical star and cultural hero. Director Robert Alexander's A Man Named Scott explores Cudi's journey over a decade of creative choices, struggles, and breakthroughs, making music that continues to move and empower his millions of fans around the world.",Eng,95,Robert Alexander,"['Scott ""Kid Cudi"" Mescudi', 'Self', 'Kanye West', 'Self', 'Timothée Chalamet', 'Self', 'Shia LaBeouf', 'Self', 'Willow Smith', 'Self', 'Jaden Smith', 'Self']",0.75,0.72,8,Documentary,https://www.rottentomatoes.com/m/a_man_named_scott,"Documentary, Biography, Music"
Dig,"After the alternative music boom of the early 1990s, two bands choose very different paths to fame. Portland, Oregon's the Dandy Warhols, led by the self-conscious and career-minded Courtney Taylor-Taylor, sign with a major label and score a radio hit. San Francisco's Brian Jonestown Massacre, fronted by the abrasive and unpredictable Anton Newcombe, seemingly go out of their way to impede their own rise to fame with a series of increasingly bizarre incidents, including onstage fistfights.",Eng,105,Ondi Timoner,"['Ondi Timoner', 'Director', 'Ondi Timoner', 'Writer', 'Ondi Timoner', 'Film Editing', 'Ondi Timoner', 'Producer', 'David Timoner', 'Cinematographer', 'Vasco Nunes', 'Cinematographer']",0.89,0.9,75,Documentary,https://www.rottentomatoes.com/m/dig,"Documentary, Music"
Metallica Through The Never,"As the rock band Metallica performs a roaring set for fans in a sold-out arena, a young roadie named Trip (Dane DeHaan) is sent on a mission to meet a disabled truck and retrieve a particular item. However, the routine task turns into a surreal odyssey when Trip's van is hit by another vehicle and he finds himself up against a death-dealing horseman. As Trip flees through desolate streets, he has only his wits to help him avoid the deadly equestrian and deliver Metallica's cargo.",Eng,92,Nimród Antal,"['Dane DeHaan', 'Trip', 'James Hetfield', 'Self', 'Lars Ulrich', 'Self', 'Kirk Hammett', 'Self', 'Robert Trujillo', 'Self', 'Kyle Thomson', 'The Rider']",0.81,0.73,68,Adventure,https://www.rottentomatoes.com/m/metallica_through_the_never,"Adventure, Music"
Tina,"With a wealth of never-before-seen footage, audio tapes, personal photos, and new interviews, including with the singer herself, TINA presents an unvarnished and dynamic account of the life and career of music icon Tina Turner. Everything changed when Tina began telling her story, a story of trauma and survival, that gave way to a rebirth as the record-breaking queen of rock 'n' roll. But behind closed doors, the singer struggled with the survivor narrative that meant her past was never fully behind her. Directed by Dan Lindsay and T.J. Martin, the documentary charts Tina Turner's early fame, the private and public personal and professional struggles, and her return to the world stage as a global phenomenon in the 1980s.",Eng,118,"Dan Lindsay, T.J. Martin","['Tina Turner', 'Self', 'Angela Bassett', 'Self', 'Oprah Winfrey', 'Self', 'Kurt Loder', 'Self', 'Katori Hall', 'Self', 'Erwin Bach', 'Self']",0.92,0.92,92,Documentary,https://www.rottentomatoes.com/m/tina,"Documentary, Biography, Music"
Air Guitar Nation,"Although the world championship of air-guitar playing has been held since 1996, Americans have been competing for the world crown only since 2003. Hundreds of hopefuls converge on New York's Pussycat Lounge to compete for the honor of representing the U.S. at the international contest in Finland.",Eng,78,Alexandra Lipsitz,"['Dan Crane', 'Björn Türoque', 'David S. Jung', 'C-Diddy', 'S. Craig Zahler', 'Czar', 'Christian Finnegan', 'New York Emcee', 'Adam Crystal', 'New York Judge', 'Peter Cilella', 'Clayton Sweeney']",0.85,0.79,66,Documentary,https://www.rottentomatoes.com/m/air_guitar_nation,"Documentary, Biography, Music"
Block Party,"Actor, writer and comic Dave Chappelle loads up a bus with residents of his Ohio hometown and takes them to Brooklyn, N.Y. Once there, the travelers enjoy a concert featuring Kanye West, the Fugees, Big Daddy Kane and others. Rehearsal footage and Chappelle's brand of comedy enliven the proceedings.",Eng,103,Michel Gondry,"['Dave Chappelle', 'Self', 'Michel Gondry', 'Director', 'Dave Chappelle', 'Writer', 'Dave Chappelle', 'Producer', 'Bob Yari', 'Producer', 'Michel Gondry', 'Producer']",0.92,0.74,128,Documentary,https://www.rottentomatoes.com/m/block_party,"Documentary, Comedy, Music"
Whitney 2018,"Filmmaker Kevin Macdonald examines the life and career of singer Whitney Houston. Features never-before-seen archival footage, exclusive recordings, rare performances and interviews with the people who knew her best.",Eng,120,Kevin Macdonald,"['Kenneth ""Babyface"" Edmonds', 'Self', 'L.A. Reid', 'Self', 'Cissy Houston', 'Self', 'Clive Davis', 'Self', 'Kevin Costner', 'Self', 'Kevin Macdonald', 'Director']",0.88,0.75,167,Documentary,https://www.rottentomatoes.com/m/whitney_2018,"Documentary, Music"
Fiddler A Miracle Of Miracles,"When ""Fiddler on the Roof"" opened on Broadway in 1964, it explored themes of tradition, religion, and anti-Semitism against a modern backdrop of radical social change that addressed gender roles, sexuality, and race. Rare archival footage and interviews with musical luminaries explore the legacy of this long-running, award-winning musical.",Eng,92,Max Lewkowicz,"['Sheldon Harnick', 'Self', 'Austin Pendleton', 'Self', 'Lin-Manuel Miranda', 'Self', 'Harvey Fierstein', 'Self', 'Fran Lebowitz', 'Self', 'Calvin Trillin', 'Self']",0.98,0.98,48,Documentary,https://www.rottentomatoes.com/m/fiddler_a_miracle_of_miracles,"Documentary, Music"
Linda Ronstadt The Sound Of My Voice,The life and career of singer Linda Ronstadt is traced from her childhood in Tucson through her decades-long career and to her retirement in 2011 due to Parkinson's disease.,Eng,95,"Rob Epstein, Jeffrey Friedman","['Linda Ronstadt', 'Self', 'Jackson Browne', 'Self', 'Emmylou Harris', 'Self', 'Don Henley', 'Self', 'Aaron Neville', 'Self', 'Dolly Parton', 'Self']",0.89,0.99,94,Documentary,https://www.rottentomatoes.com/m/linda_ronstadt_the_sound_of_my_voice,"Documentary, Music"
The Return Of Tanya Tucker,"Trailblazing, hell-raising country music legend Tanya Tucker defied the standards of how a woman in country music was supposed to behave. Decades after Tanya slipped from the spotlight, rising Americana music star Brandi Carlile takes it upon herself to write an entire album for her hero based on Tanya's extraordinary life, spurring the greatest comeback in country music history. THE RETURN OF TANYA TUCKER follows Tanya's richly creative, utterly captivating, bumpy ride back to the top as Brandi encourages her to push past her fears to create a new sound and reach a new audience. The writing, the experimenting, and refining of this new music mixes with all that came before -- using rare archival footage and photographs to delve into Tanya's history, beginning in a single wide trailer in Seminole, Texas. Taking stock of the past while remaining vitally alive in the present and keeping an eye on the future, THE RETURN OF TANYA TUCKER is a rousing exploration of an unexpected friendship built on the joy of a perfectly timed creative collaboration.",Eng,108,Kathlyn Horan,"['Tanya Tucker', 'Self', 'Brandi Carlile', 'Self', 'Kathlyn Horan', 'Director', 'Kathlyn Horan', 'Producer', 'Julie Goldman', 'Producer', 'Christopher Clements', 'Producer']",0.92,0.96,49,Documentary,https://www.rottentomatoes.com/m/the_return_of_tanya_tucker,"Documentary, Music"
The King,"Filmmaker Eugene Jarecki takes a musical road trip across the U.S. in Elvis Presley's 1963 Rolls Royce during the 2016 presidential election, comparing Elvis's transition from country boy to ""The King"" to America's transformation into an empire.",Eng,107,Eugene Jarecki,"['Eugene Jarecki', 'Self', 'Alec Baldwin', 'Self', 'Chuck D', 'Self', 'Ethan Hawke', 'Self', 'Mike Myers', 'Self', 'Emmylou Harris', 'Self']",0.77,0.53,96,Documentary,https://www.rottentomatoes.com/m/the_king,"Documentary, Music"
Oasis Supersonic,"A revealing look at the meteoric rise of seminal '90s rock band Oasis, weaving never-before-seen concert footage with candid interviews and a firsthand account of the backstage sibling rivalry that threatened to destroy the band.",Eng,117,Mat Whitecross,"['Noel Gallagher', 'Self', 'Liam Gallagher', 'Self', 'Paul Arthurs', 'Self', 'Mark Coyle', 'Self', 'Chris Evans', 'Self', 'Paul Gallagher', 'Self']",0.84,0.87,56,Documentary,https://www.rottentomatoes.com/m/oasis_supersonic,"Documentary, Music"
Zappa 2020,"With unfettered access to the Zappa family trust and all archival footage, ZAPPA explores the private life behind the mammoth musical career that never shied away from the political turbulence of its time. Alex Winter’s assembly features appearances by Frank’s widow Gail Zappa and several of Frank’s musical collaborators including Mike Keneally, Ian Underwood, Steve Vai, Pamela Des Barres, Bunk Gardner, David Harrington, Scott Thunes, Ruth Underwood, Ray White and others.",Eng,129,Alex Winter,"['Alice Cooper', 'Self', 'Steve Vai', 'Self', 'Pamela Des Barres', 'Self', 'Howard Kaylan', 'Self', 'Gail Zappa', 'Self', 'Ruth Underwood', 'Self']",0.96,0.8,71,Documentary,https://www.rottentomatoes.com/m/zappa_2020,"Documentary, Music, Biography"
Bessie 2015,Blues singer Bessie Smith (Queen Latifah) rises to fame in the 1920s to become a musical legend.,Eng,120,Dee Rees,"['Queen Latifah', 'Bessie Smith', 'Michael Kenneth Williams', 'Jack Gee', 'Khandi Alexander', 'Viola', 'Mike Epps', 'Richard', 'Tika Sumpter', 'Lucille', 'Tory Kittles', 'Clarence']",0.91,0.68,32,Drama,https://www.rottentomatoes.com/m/bessie_2015,"Drama, Biography, Music"
David Crosby Remember My Name,"With unflinching honesty, self-examination, regret, fear, exuberance and an unshakable belief in family and the transformative nature of music, singer-songwriter David Crosby shares his often challenging journey.",Eng,95,A.J. Eaton,"['David Crosby', 'Self', 'Jackson Browne', 'Self', 'Cameron Crowe', 'Self', 'Henry Diltz', 'Self', 'Chris Hillman', 'Self', 'Roger McGuinn', 'Self']",0.93,0.87,94,Documentary,https://www.rottentomatoes.com/m/david_crosby_remember_my_name,"Documentary, Music"
Western Stars,"Backed by a band and a full orchestra, Bruce Springsteen performs all 13 songs from his new album ""Western Stars,"" touching on themes of love, loss, loneliness, family and the passage of time.",Eng,83,"Thom Zimny, Bruce Springsteen","['Patti Scialfa', 'Self', 'Bruce Springsteen', 'Self', 'Thom Zimny', 'Director', 'Bruce Springsteen', 'Director', 'Bruce Springsteen', 'Executive Producer', 'Barbara Carr', 'Producer']",0.94,0.91,53,Documentary,https://www.rottentomatoes.com/m/western_stars,"Documentary, Music"
Once Were Brothers Robbie Robertson And The Band,The story of a band that went from backing up Bob Dylan to becoming one of the most influential groups of its era.,Eng,100,Daniel Roher,"['Martin Scorsese', 'Self', 'Bruce Springsteen', 'Self', 'Bob Dylan', 'Self', 'Eric Clapton', 'Self', 'Robbie Robertson', 'Self', 'Peter Gabriel', 'Self']",0.84,0.87,63,Music,https://www.rottentomatoes.com/m/once_were_brothers_robbie_robertson_and_the_band,Music
White Riot,An exploration of how punk influenced politics in late-1970s Britain when a group of artists united to take on the National Front.,Eng,80,Rubika Shah,"['Pauline Black', 'Topper Headon', 'Mick Jones', 'Dennis Bovell', 'Paul Simonon', 'Joe Strummer']",1.0,0.82,51,Documentary,https://www.rottentomatoes.com/m/white_riot,"Documentary, Music"
Miles Davis Birth Of The Cool,An exploration of the musician's archival photos and home movies.,Eng,115,Stanley Nelson,"['Stanley Nelson', 'Director', 'Michael Kantor', 'Executive Producer', 'Geoff Kempin', 'Executive Producer', 'Terry Shand', 'Executive Producer', 'Nicole London', 'Producer', 'Henry Adebonojo', 'Cinematographer']",0.92,0.82,60,Documentary,https://www.rottentomatoes.com/m/miles_davis_birth_of_the_cool,"Documentary, Music"
Wattstax,"In 1972 at the Los Angeles Coliseum, director Mel Stuart captures the performances of the Watts Summer Festival. Organized by Stax Records, the festival is a gathering of musicians and entertainers from the black community, brought together to remember the Watts Riots from seven years prior. Key performances include those of comedian Richard Pryor, and singers Isaac Hayes and Luther Ingram. Stuart also presents shots of the Watts streets and community along with the festival footage.",Eng,98,Mel Stuart,"['James Alexander', 'Raymond Allen', 'Isaac Hayes', 'Luther Ingram', 'Jesse Jackson', 'Albert King']",0.9,0.9,40,Documentary,https://www.rottentomatoes.com/m/wattstax,"Documentary, Music"
It Might Get Loud,"Rock icons -- Jimmy Page, the Edge and Jack White -- from three different generations come together to discuss the electric guitar and their musical influences. The men swap stories and crank up their instruments on an empty soundstage for a jam session. Along the way, they visit the majestic hall where ""Stairway to Heaven"" was composed, Jack White composes a song on-camera at a Tennessee farmhouse, and the Edge lays down tracks for a U2 single.",Eng,97,Davis Guggenheim,"['The Edge', 'Jimmy Page', 'Jack White', 'Dallas Schoo', 'Davis Guggenheim', 'Director', 'Bert Ellis', 'Executive Producer']",0.79,0.85,112,Documentary,https://www.rottentomatoes.com/m/it_might_get_loud,"Documentary, Music"
Pavarotti,"Featuring never-before-seen footage, concert performances and intimate interviews, filmmaker Ron Howard examines the life and career of famed opera tenor Luciano Pavarotti.",Eng,114,Ron Howard,"['Bono', 'Luciano Pavarotti', 'Andrea Griminelli', 'Nicoletta Mantovani', 'Plácido Domingo', 'Angela Gheorghiu']",0.87,0.97,86,Documentary,https://www.rottentomatoes.com/m/pavarotti,"Documentary, Music"
Ryuichi Sakamoto Coda,A portrait of composer Ryuichi Sakamoto.,Jap,101,Stephen Schible,"['Ryuichi Sakamoto', 'Self', 'Stephen Schible', 'Director', 'Stephen Schible', 'Producer', 'Tsuguhiko Kadokawa', 'Executive Producer', 'Neo Sora', 'Cinematographer', 'Hisayo Kushida']",0.98,0.84,48,Documentary,https://www.rottentomatoes.com/m/ryuichi_sakamoto_coda,"Documentary, Music"
Liberty Heights,"This semi-autobiographical film by Barry Levinson follows various members of the Kurtzman clan, a Jewish family living in suburban Baltimore during the 1950s. As teenaged Ben (Ben Foster) completes high school, he falls for Sylvia (Rebekah Johnson), a black classmate, creating inevitable tensions. Meanwhile, Ben's brother, Van (Adrien Brody), attends college and becomes smitten with a mysterious woman and their father (Joe Mantegna) tries to maintain his burlesque business.",Eng,127,Barry Levinson,"['Adrien Brody', 'Van Kurtzman', 'Ben Foster', 'Ben Kurtzman', 'Orlando Jones', 'Little Melvin', 'Bebe Neuwirth', 'Ada Kurtzman', 'Joe Mantegna', 'Nate Kurtzman', 'Rebekah Johnson', 'Sylvia']",0.86,0.76,49,Comedy,https://www.rottentomatoes.com/m/liberty_heights,"Comedy, Drama, Music, Romance"
Beats Rhymes And Life The Travels Of A Tribe Called Quest,Actor Michael Rapaport examines the music of the 1990s hip-hop group as well as the conflicts that drove the band members apart.,Eng,97,Michael Rapaport,"['Phife Dawg', 'Ali Shaheed Muhammad', 'Q-Tip', 'Jarobi White', 'Adam Horovitz', 'Adam Yauch']",0.9,0.9,62,Documentary,https://www.rottentomatoes.com/m/beats_rhymes_and_life_the_travels_of_a_tribe_called_quest,"Documentary, Music"
Chasing Trane The John Coltrane Documentary,"The life and work of legendary jazz musician John Coltrane, including commentary from Denzel Washington, Carlos Santana, Common, Cornell West, Bill Clinton and others.",Eng,99,John Scheinfeld,"['Denzel Washington', 'John Coltrane Voice', 'Bill Clinton', 'Self', 'Common', 'Self', 'John Densmore', 'Self', 'Benny Golson', 'Self', 'Wynton Marsalis', 'Self']",0.74,0.75,43,Documentary,https://www.rottentomatoes.com/m/chasing_trane_the_john_coltrane_documentary,"Documentary, Music"
Festival Express,"This compilation of footage from the Grateful Dead's Canadian train tour depicts the height of the band's music and fame for five days in 1970, along with that of performances from Janis Joplin, Buddy Guy, The Band and The Flying Burrito Brothers. However, there's also a dark side shown alongside the seminal concerts, as when the train stops, the musicians are often confronted with worried promoters, inquisitive reporters and protesting students who can't afford ticket prices.",Eng,90,Bob Smeaton,"['Janis Joplin', 'Self', 'The Grateful Dead', 'Themselves', 'Bob Smeaton', 'Director', 'Gavin Poolman', 'Producer', 'John Trapman', 'Producer', 'Eddie Kramer']",0.96,0.85,80,Documentary,https://www.rottentomatoes.com/m/festival_express,"Documentary, Music"
Rumble The Indians Who Rocked The World,"Filmmaker Catherine Bainbridge examines the role of Native Americans in contemporary music history. She exposes a critical missing chapter, revealing how indigenous musicians helped influence popular culture.",Eng,103,Catherine Bainbridge,"['Buffy Sainte-Marie', 'Self', 'John Trudell', 'Self', 'Martin Scorsese', 'Self', 'Tony Bennett', 'Self', 'Steven Tyler', 'Self', 'Iggy Pop', 'Self']",0.91,0.89,46,Documentary,https://www.rottentomatoes.com/m/rumble_the_indians_who_rocked_the_world,"Documentary, Music"
Nico 1988,"Approaching age 50, singer/songwriter Nico leads a solitary existence -- far from her days as a Warhol superstar and celebrated vocalist for the Velvet Underground in the 1960s. Her life and career on the fringes, Nico's new manager convinces her to hit the road again and tour in Europe to promote her latest album. Struggling with demons and the consequences of a muddled life, she longs to rebuild a relationship with her son, whose custody she lost long ago.",Eng,94,Susanna Nicchiarelli,"['Trine Dyrholm', 'Christa Päffgen a.k.a. Nico', 'Sàndor Funtek', 'Ari', 'Anamaria Marinca', 'Sylvia', 'Karina Fernandez', 'Laura', 'Calvin Demba', 'Alex', 'John Gordon-Sinclair', 'Richard']",0.93,0.6,76,Biography,https://www.rottentomatoes.com/m/nico_1988,"Biography, History, Drama, Music"
Everyday Sunshine The Story Of Fishbone 2011,"With a blistering combination of punk and funk, Fishbone demolishes the walls of genres and challenges the racial stereotypes and political order of the music industry and the nation.",Eng,107,"Lev Anderson, Chris Metzler","['Norwood Fisher', 'Angelo Moore', 'Chris Dowd', 'Walter A. Kibby', 'Kendall Jones', 'Phillip Fisher']",1.0,0.85,48,Documentary,https://www.rottentomatoes.com/m/everyday_sunshine_the_story_of_fishbone_2011,"Documentary, Music"
